CAL_DT,MODEL_NAME,BRAND_FULL_NAME,BRAND_NAME,VENDOR_NAME,OS_NAME,DEVICE_TYPE,_2G_FLG,_3G_FLG,_4G_FLG,WIFI_FLG,BLUETOOTH_FLG,TOUCH_SCREEN_FLG,DUAL_SIM_FLG,GENDER_TYPE_CD,AGE_B,NATIONALITY_CD,NATIONALITY_NAME,SAUDI_NON_SAUDI,DEVICE_COUNT,DEVICE_COUNT_processed,Z_FLAG_COUNT
6/30/2019,z30,mbo z30,mobo,aolixin technology,proprietary,mobile phone,Y,N,N,N,Y,Z,Y,Female,18-25,YEM,Yemen,Non-Saudi,1,1.0,1
6/30/2019,z30,mbo z30,mobo,aolixin technology,proprietary,mobile phone,Y,N,N,N,Y,Z,Y,Female,36-55,SAU,Saudi Arabia,Saudi,1,1.0,1
3/31/2019,z30,mbo z30,mobo,aolixin technology,proprietary,mobile phone,Y,N,N,N,Y,Z,Y,Female,>55,YEM,Yemen,Non-Saudi,1,1.0,1
2/29/2020,z30,mbo z30,mobo,aolixin technology,proprietary,mobile phone,Y,N,N,N,Y,Z,Y,Male,36-55,SAU,Saudi Arabia,Saudi,1,1.0,1
7/31/2020,z30,mbo z30,mobo,aolixin technology,proprietary,mobile phone,Y,N,N,N,Y,Z,Y,Male,36-55,IDN,Indonesia,Non-Saudi,2,2.0,1
9/30/2019,z30,mbo z30,mobo,aolixin technology,proprietary,mobile phone,Y,N,N,N,Y,Z,y,,>55,GBR,United Kingdom,Non-Saudi,1,1.0,1
2/29/2020,z30,mbo z30,mobo,aolixin technology,proprietary,mobile phone,Y,N,N,n,Y,Z,Y,Male,>55,GBR,United Kingdom,Non-Saudi,1,1.0,1
3/31/2020,z30,mbo z30,mobo,aolixin technology,proprietary,mobile phone,y,N,N,N,Y,Z,Y,Male,36-55,IDN,Indonesia,Non-Saudi,2,2.0,1
2/29/2020,x1,by2 x1,by2,by2,proprietary,mobile phone,Y,N,N,Z,Z,Z,Z,Male,,BGD,Bangladesh,Non-Saudi,1,1.0,4
6/30/2019,x1,by2 x1,by2,by2,proprietary,mobile phone,Y,N,N,Z,Z,Z,Z,Male,,BGD,Bangladesh,Non-Saudi,2,2.0,4
9/30/2020,x1,by2 x1,by2,by2,proprietary,mobile phone,Y,N,N,Z,Z,Z,Z,Male,,BGD,Bangladesh,Non-Saudi,1,1.0,4
1/31/2019,x1,by2 x1,by2,by2,proprietary,mobile phone,Y,N,N,Z,Z,Z,Z,Male,,BGD,Bangladesh,Non-Saudi,2,2.0,4
4/30/2020,x1,by2 x1,by2,by2,proprietary,mobile phone,Y,N,N,Z,Z,Z,Z,Male,36-55,BGD,Bangladesh,Non-Saudi,1,1.0,4
8/31/2020,x1,by2 x1,by2,by2,proprietary,mobile phone,Y,N,N,Z,Z,Z,Z,Male,36-55,BGD,Bangladesh,Non-Saudi,64521,10753.166666666666,4
2/29/2020,m1,ck telecom m1,ck telecom,cect,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,>55,SAU,Saudi Arabia,Saudi,2,2.0,3
7/31/2019,,,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Female,>55,SAU,Saudi Arabia,Saudi,1,1.0,3
10/31/2019,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,36-55,LBN,Lebanon,Non-Saudi,1,1.0,3
8/31/2020,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,>55,GBR,United Kingdom,Non-Saudi,1,1.0,3
10/31/2020,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,26-35,IND,India,Non-Saudi,1,1.0,3
4/30/2020,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,36-55,SAU,Saudi Arabia,Saudi,4,4.0,3
9/30/2020,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,>55,SAU,Saudi Arabia,Saudi,2,2.0,3
,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,36-55,ARE,United Arab Emirates,Non-Saudi,1,1.0,3
8/31/2020,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,36-55,SAU,Saudi Arabia,Saudi,5,5.0,3
7/31/2019,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,>55,IND,India,Non-Saudi,1,1.0,3
8/31/2019,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,26-35,MEX,Mexico,Non-Saudi,1,1.0,3
9/30/2020,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,N,Z,Z,N,Z,Male,>55,GBR,United Kingdom,Non-Saudi,1,1.0,3
9/30/2019,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,N,n,Z,Z,N,Z,Male,26-35,IND,India,Non-Saudi,2,2.0,3
3/31/2020,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,Y,n,N,Z,Z,N,Z,Male,>55,SAU,Saudi Arabia,Saudi,2,2.0,3
9/30/2019,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,y,N,N,Z,Z,N,Z,Male,>55,IND,India,Non-Saudi,1,1.0,3
6/30/2019,m1,ck telecom m1,ck telecom,ck telecom,proprietary,mobile phone,,N,N,Z,Z,N,Z,Male,26-35,MEX,Mexico,Non-Saudi,1,1.0,3
2/28/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Female,18-25,SAU,Saudi Arabia,Saudi,3,3.0,1
4/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Female,36-55,,,,1,1.0,1
5/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Female,>55,SAU,Saudi Arabia,Saudi,14,14.0,1
4/30/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Female,36-55,NGA,Nigerian,Non-Saudi,1,1.0,1
6/30/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Female,36-55,SAU,Saudi Arabia,Saudi,15,15.0,1
4/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Female,,SAU,Saudi Arabia,Saudi,3,3.0,1
2/28/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Female,36-55,,,,1,1.0,1
4/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,26-35,SAU,Saudi Arabia,Saudi,1,1.0,1
3/31/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,,KWT,Kuwait,Non-Saudi,2,2.0,1
1/31/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,36-55,KWT,Kuwait,Non-Saudi,9,9.0,1
11/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,36-55,KWT,Kuwait,Non-Saudi,10,10.0,1
9/30/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,26-35,SAU,Saudi Arabia,Saudi,16,16.0,1
1/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,>55,EGY,Egypt,Non-Saudi,1,1.0,1
6/30/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,,SAU,Saudi Arabia,Saudi,29,4.5,1
5/31/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,36-55,SAU,Saudi Arabia,Saudi,72,11.666666666666666,1
11/30/2018,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,26-35,IND,India,Non-Saudi,3,3.0,1
11/30/2018,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,36-55,IND,India,Non-Saudi,2,2.0,1
11/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,26-35,YEM,Yemen,Non-Saudi,,,1
1/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,<18,SAU,Saudi Arabia,Saudi,1,1.0,1
11/30/2018,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,36-55,PSE,Palestine,Non-Saudi,1,1.0,1
7/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,36-55,SAU,Saudi Arabia,Saudi,92,15.0,1
12/31/2018,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,>55,LBN,Lebanon,Non-Saudi,1,1.0,1
2/29/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,36-55,SAU,Saudi Arabia,Saudi,80,13.0,1
8/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,>55,PAK,Pakistan,Non-Saudi,1,1.0,1
4/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,,,,,1,1.0,1
11/30/2018,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,26-35,SAU,Saudi Arabia,Saudi,2,2.0,1
11/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,,SAU,Saudi Arabia,Saudi,28,4.333333333333333,1
4/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,36-55,KWT,Kuwait,Non-Saudi,8,8.0,1
4/30/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,26-35,YEM,Yemen,Non-Saudi,1,1.0,1
7/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,36-55,PSE,Palestine,Non-Saudi,1,1.0,1
10/31/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,36-55,KWT,Kuwait,Non-Saudi,8,8.0,1
11/30/2018,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,18-25,SAU,Saudi Arabia,Saudi,25,3.8333333333333335,1
9/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,>55,EGY,Egypt,Non-Saudi,2,2.0,1
1/31/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,,YEM,Yemen,Non-Saudi,1,1.0,1
10/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,Male,18-25,KWT,Kuwait,Non-Saudi,3,3.0,1
2/28/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,,,KWT,Kuwait,Non-Saudi,6,6.0,1
6/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,N,,,SAU,Saudi Arabia,Saudi,3,3.0,1
6/30/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,N,Z,N,n,Male,26-35,IND,India,Non-Saudi,4,4.0,1
3/31/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,n,Z,N,N,Female,36-55,LBN,Lebanon,Non-Saudi,1,1.0,1
5/31/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,n,Z,N,N,Male,26-35,YEM,Yemen,Non-Saudi,1,1.0,1
7/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,n,Z,N,N,Male,18-25,SAU,Saudi Arabia,Saudi,23,3.5,1
8/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,N,y,Z,N,n,Female,36-55,,,,1,1.0,1
11/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,N,n,N,Z,N,N,Female,36-55,SAU,Saudi Arabia,Saudi,13,13.0,1
2/29/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,Y,,N,N,Z,N,N,Female,26-35,PHL,Philippines,Non-Saudi,1,1.0,1
9/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,y,N,N,N,Z,N,N,Male,,EGY,Egypt,Non-Saudi,2,2.0,1
8/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,y,N,N,N,Z,N,N,Male,>55,SAU,Saudi Arabia,Saudi,70,11.333333333333334,1
6/30/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,y,N,N,N,Z,N,N,Male,>55,EGY,Egypt,Non-Saudi,1,1.0,1
10/31/2019,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,y,N,N,,Z,N,N,Male,,SAU,Saudi Arabia,Saudi,29,4.5,1
4/30/2020,7700 king slider,eyang 7700 king slider,eyang,eyang,proprietary,mobile phone,y,N,n,n,Z,N,N,Male,18-25,SAU,Saudi Arabia,Saudi,16,16.0,1
6/30/2020,l50,spc l50,htc,google,android,smartphone,Y,Y,Y,Y,Y,Z,Y,Male,36-55,SAU,Saudi Arabia,Saudi,1,1.0,1
3/31/2019,l50,spc l50,htc,google,android,smartphone,Y,Y,Y,Y,Y,Z,Y,Male,18-25,IDN,Indonesia,Non-Saudi,2,2.0,1
12/31/2018,k100,kenxinda k100,kenxinda,kenxinda,proprietary,mobile phone,Y,N,N,Z,Y,N,Z,Male,26-35,YEM,Yemen,Non-Saudi,1,1.0,2
1/31/2019,k100,kenxinda k100,kenxinda,kenxinda,proprietary,mobile phone,Y,N,N,Z,Y,N,Z,Male,26-35,YEM,Yemen,Non-Saudi,1,1.0,2
4/30/2020,k100,kenxinda k100,kenxinda,kenxinda,proprietary,mobile phone,Y,N,N,Z,Y,N,Z,Male,36-55,BHR,Bahrain,Non-Saudi,1,1.0,2
12/31/2019,k100,kenxinda k100,kenxinda,kenxinda,proprietary,mobile phone,Y,N,N,Z,Y,N,Z,Male,36-55,SAU,Saudi Arabia,Saudi,1,1.0,2
11/30/2018,k100,kenxinda k100,kenxinda,kenxinda,proprietary,mobile phone,Y,N,n,Z,Y,N,Z,Male,26-35,SAU,Saudi Arabia,Saudi,1,1.0,2
10/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,18-25,TJK,Tajikistan,Non-Saudi,1,1.0,1
4/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,IDN,Indonesia,Non-Saudi,1,1.0,1
8/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,,SYR,Syria,Non-Saudi,1,1.0,1
12/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,26-35,PAK,Pakistan,Non-Saudi,1,1.0,1
12/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,<18,SAU,Saudi Arabia,Saudi,1,1.0,1
6/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,SAU,Saudi Arabia,Saudi,24,3.6666666666666665,1
9/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,18-25,SDN,Sudan,Non-Saudi,1,1.0,1
4/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,26-35,SAU,Saudi Arabia,Saudi,76,12.333333333333334,1
11/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,EGY,Egypt,Non-Saudi,1,1.0,1
10/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,SYR,Syria,Non-Saudi,1,1.0,1
10/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,18-25,YEM,Yemen,Non-Saudi,1,1.0,1
5/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,PAK,Pakistan,Non-Saudi,2,2.0,1
4/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,EGY,Egypt,Non-Saudi,4,4.0,1
10/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,18-25,SDN,Sudan,Non-Saudi,1,1.0,1
6/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,YEM,Yemen,Non-Saudi,1,1.0,1
2/29/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,IND,India,Non-Saudi,1,1.0,1
2/29/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,,SAU,Saudi Arabia,Saudi,14,14.0,1
6/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,EGY,Egypt,Non-Saudi,8,8.0,1
1/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,18-25,EGY,Egypt,Non-Saudi,64521,10753.166666666666,1
10/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,PSE,Palestine,Non-Saudi,64521,10753.166666666666,1
9/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,26-35,PAK,Pakistan,Non-Saudi,1,1.0,1
7/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,<18,SAU,Saudi Arabia,Saudi,1,1.0,1
9/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,,ARE,United Arab Emirates,Non-Saudi,1,1.0,1
8/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,26-35,MAR,Morocco,Non-Saudi,1,1.0,1
4/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,26-35,PHL,Philippines,Non-Saudi,1,1.0,1
10/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,26-35,MAR,Morocco,Non-Saudi,1,1.0,1
10/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,26-35,SYR,Syria,Non-Saudi,3,3.0,1
8/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,NGA,Nigerian,Non-Saudi,1,1.0,1
3/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,36-55,YEM,Yemen,Non-Saudi,1,1.0,1
10/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Female,26-35,MAR,Morocco,Non-Saudi,31,4.833333333333333,1
5/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,>55,SYR,Syria,Non-Saudi,1,1.0,1
3/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,LBN,Lebanon,Non-Saudi,1,1.0,1
6/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,26-35,JOR,Jordan,Non-Saudi,4,4.0,1
6/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,18-25,NPL,Nepal,Non-Saudi,3,3.0,1
3/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,18-25,YEM,Yemen,Non-Saudi,1,1.0,1
4/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,,,,,8,8.0,1
12/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,,AFG,Afghanistan,Non-Saudi,1,1.0,1
6/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,SAU,Saudi Arabia,Saudi,323,53.5,1
4/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,,BGD,Bangladesh,Non-Saudi,1,1.0,1
6/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,26-35,THA,Thailand,Non-Saudi,1,1.0,1
11/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,,ETH,Ethiopia,Non-Saudi,1,1.0,1
11/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,26-35,YEM,Yemen,Non-Saudi,64521,10753.166666666666,1
7/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,PAK,Pakistan,Non-Saudi,7,7.0,1
4/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,26-35,CHN,Ghana,Non-Saudi,1,1.0,1
10/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,>55,SDN,Sudan,Non-Saudi,5,5.0,1
12/31/2018,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,18-25,YEM,Yemen,Non-Saudi,1,1.0,1
9/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,<18,SAU,Saudi Arabia,Saudi,42,6.666666666666667,1
8/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,SDN,Sudan,Non-Saudi,13,13.0,1
2/29/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,<18,IND,India,Non-Saudi,3,3.0,1
4/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,,YEM,Yemen,Non-Saudi,5,5.0,1
12/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,LBN,Lebanon,Non-Saudi,3,3.0,1
5/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,,YEM,Yemen,Non-Saudi,5,5.0,1
1/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,,SDN,Sudan,Non-Saudi,2,2.0,1
10/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,26-35,YEM,Yemen,Non-Saudi,28,4.333333333333333,1
6/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,BGD,Bangladesh,Non-Saudi,16,16.0,1
3/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,,,,6,6.0,1
4/30/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,NPL,Nepal,Non-Saudi,2,2.0,1
3/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,26-35,IND,India,Non-Saudi,35,5.5,1
1/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,,AFG,Afghanistan,Non-Saudi,1,1.0,1
12/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,<18,YEM,Yemen,Non-Saudi,2,2.0,1
7/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,18-25,AFG,Afghanistan,Non-Saudi,2,2.0,1
12/31/2018,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,BGD,Bangladesh,Non-Saudi,1,1.0,1
7/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,,AFG,Afghanistan,Non-Saudi,1,1.0,1
11/30/2018,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,18-25,SAU,Saudi Arabia,Saudi,16,16.0,1
3/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,MRT,Mauritania,Non-Saudi,,,1
7/31/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,,PAK,Pakistan,Non-Saudi,3,3.0,1
1/31/2020,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,26-35,BGD,Bangladesh,Non-Saudi,16,16.0,1
12/31/2018,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,26-35,CHN,Ghana,Non-Saudi,1,1.0,1
6/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,EGY,Egypt,Non-Saudi,10,10.0,1
4/30/2019,hd7,htc hd7,htc,microsoft,windows phone,smartphone,Y,Y,N,Z,Y,Y,N,Male,36-55,SYR,Syria,Non-Saudi,6,6.0,1
